transaction_id,region,store_id,latitude,longitude,date,transaction_time,shift,day_of_week,season,sales,product_category,product_sku,quantity,promotion,weather,store_size,staff_count,customer_type,payment_method
T-1968,Oeste,S-42,20.57922,-103.574143,10/31/2024,17:05:00,tarde,thursday,otoÃ±o,32.3,Reposteria,Muffin,3,No,lluvioso,pequeña,5,Recurrente,Tarjeta
T-1969,Este,S-34,19.676637,-99.212268,10/11/2024,13:47:00,tarde,friday,otoÃ±o,35.09,Reposteria,Muffin,2,No,lluvioso,grande,14,Recurrente,Efectivo
T-1970,Oeste,S-42,20.57922,-103.574143,1/5/2024,17:50:00,tarde,friday,invierno,31.9,Cafes,Americano,4,No,frio,pequeña,5,Recurrente,Efectivo
T-1971,Oeste,S-42,20.57922,-103.574143,3/15/2024,9:34:00,maÃ±ana,friday,primavera,47.32,Cafes,Latte,5,No,soleado,pequeña,5,Recurrente,Efectivo
T-1972,Sur,S-16,18.173285,-92.918518,7/11/2024,10:19:00,maÃ±ana,thursday,verano,11.58,Cafes,Latte,1,No,soleado,mediana,11,Recurrente,Efectivo
T-1973,Norte,S-3,25.368596,-100.123566,12/16/2024,17:24:00,tarde,monday,invierno,90.47,Reposteria,Donut,4,No,frio,mediana,8,Nuevo,Digital
T-1974,Norte,S-3,25.368596,-100.123566,12/12/2024,12:41:00,tarde,thursday,invierno,67.95,Snacks Salados,Palomitas,4,No,lluvioso,mediana,8,Nuevo,Digital
T-1975,Este,S-31,19.58313,-99.357508,1/22/2024,7:05:00,maÃ±ana,monday,invierno,23.7,Reposteria,Muffin,1,No,lluvioso,mediana,8,Nuevo,Efectivo
T-1976,Este,S-31,19.58313,-99.357508,5/3/2024,8:55:00,maÃ±ana,friday,primavera,74.05,Reposteria,Donut,5,No,soleado,mediana,8,Nuevo,Efectivo
T-1977,Este,S-34,19.676637,-99.212268,2/26/2024,18:39:00,noche,monday,invierno,46.35,Reposteria,Croissant,3,No,lluvioso,grande,14,Nuevo,Tarjeta
T-1978,Este,S-34,19.676637,-99.212268,7/21/2024,9:52:00,maÃ±ana,sunday,verano,23.13,Cafes,Latte,4,No,soleado,grande,14,Nuevo,Tarjeta
T-1979,Este,S-34,19.676637,-99.212268,12/16/2024,21:48:00,noche,monday,invierno,57.99,Reposteria,Muffin,5,No,frio,grande,14,Nuevo,Tarjeta
T-1980,Norte,S-15,25.561765,-100.504483,7/5/2024,15:06:00,tarde,friday,verano,52.93,Cafes,Americano,4,No,soleado,mediana,9,Recurrente,Efectivo
T-1981,Norte,S-15,25.561765,-100.504483,3/12/2024,11:59:00,maÃ±ana,tuesday,primavera,47.59,Reposteria,Muffin,3,No,lluvioso,mediana,9,Recurrente,Efectivo
T-1982,Norte,S-14,25.590542,-100.428916,1/1/2024,11:07:00,maÃ±ana,monday,invierno,12.61,Snacks Salados,Pretzels,1,No,frio,mediana,11,Nuevo,Digital
T-1983,Este,S-33,19.07735,-98.875758,11/3/2024,10:47:00,maÃ±ana,sunday,otoÃ±o,40.25,Cafes,Espresso,3,No,lluvioso,grande,15,Nuevo,Efectivo
T-1984,Este,S-33,19.07735,-98.875758,10/2/2024,21:37:00,noche,wednesday,otoÃ±o,86.76,Snacks Salados,Chips,4,No,lluvioso,grande,15,Nuevo,Efectivo
T-1985,Este,S-35,19.085551,-98.802691,12/15/2024,17:14:00,tarde,sunday,invierno,18.65,Reposteria,Donut,1,No,lluvioso,mediana,11,Recurrente,Efectivo
T-1986,Este,S-35,19.085551,-98.802691,10/31/2024,11:10:00,maÃ±ana,thursday,otoÃ±o,42.61,Snacks Salados,Pretzels,3,No,lluvioso,mediana,11,Recurrente,Efectivo
T-1987,Oeste,S-44,20.332428,-103.711907,2/11/2024,13:08:00,tarde,sunday,invierno,29.38,Cafes,Latte,5,No,frio,mediana,11,Nuevo,Efectivo
T-1988,Oeste,S-44,20.332428,-103.711907,10/25/2024,15:41:00,tarde,friday,otoÃ±o,53.66,Reposteria,Croissant,3,No,soleado,mediana,11,Nuevo,Efectivo
T-1989,Oeste,S-38,20.991338,-103.382519,11/15/2024,14:10:00,tarde,friday,otoÃ±o,13.54,Cafes,Latte,1,No,soleado,mediana,11,Recurrente,Digital
T-1990,Oeste,S-38,20.991338,-103.382519,9/21/2024,16:39:00,tarde,saturday,otoÃ±o,65.84,Reposteria,Muffin,5,Si,soleado,mediana,11,Recurrente,Digital
T-1991,Este,S-27,19.579438,-99.476078,3/27/2024,14:53:00,tarde,wednesday,primavera,43.87,Tes,Te Verde,4,No,lluvioso,mediana,11,Nuevo,Efectivo
T-1992,Este,S-27,19.579438,-99.476078,10/14/2024,12:36:00,tarde,monday,otoÃ±o,69.35,Tes,Te Negro,5,No,soleado,mediana,11,Nuevo,Efectivo
T-1993,Este,S-27,19.579438,-99.476078,3/26/2024,12:48:00,tarde,tuesday,primavera,124.33,Reposteria,Muffin,5,Si,soleado,mediana,11,Nuevo,Efectivo
T-1994,Norte,S-8,25.84766,-100.380484,12/19/2024,6:51:00,maÃ±ana,thursday,invierno,53.92,Cafes,Americano,5,No,frio,mediana,9,Nuevo,Tarjeta
T-1995,Norte,S-8,25.84766,-100.380484,11/4/2024,19:30:00,noche,monday,otoÃ±o,64.94,Reposteria,Donut,3,No,soleado,mediana,9,Nuevo,Tarjeta
T-1996,Norte,S-8,25.84766,-100.380484,8/3/2024,19:43:00,noche,saturday,verano,31.18,Tes,Te Negro,5,No,soleado,mediana,9,Nuevo,Tarjeta
T-1997,Oeste,S-39,20.471604,-103.552298,3/15/2024,20:06:00,noche,friday,primavera,63.82,Reposteria,Muffin,5,No,lluvioso,pequeña,6,Nuevo,Digital
T-1998,Oeste,S-39,20.471604,-103.552298,5/10/2024,21:57:00,noche,friday,primavera,32.17,Reposteria,Muffin,2,No,soleado,pequeña,6,Nuevo,Digital
T-1999,Oeste,S-39,20.471604,-103.552298,10/4/2024,10:38:00,maÃ±ana,friday,otoÃ±o,21.1,Cafes,Latte,2,No,lluvioso,pequeña,6,Nuevo,Digital
T-2000,Sur,S-25,17.881366,-93.051355,11/4/2024,9:38:00,maÃ±ana,monday,otoÃ±o,33.65,Tes,Te Negro,3,No,lluvioso,mediana,8,Nuevo,Efectivo
T-2001,Sur,S-25,17.881366,-93.051355,7/4/2024,21:08:00,noche,thursday,verano,12.49,Tes,Te Negro,1,No,soleado,mediana,8,Nuevo,Efectivo
T-2002,Oeste,S-41,20.727369,-103.031342,11/29/2024,18:26:00,noche,friday,otoÃ±o,22.43,Tes,Te Verde,2,No,lluvioso,pequeña,5,Recurrente,Efectivo
T-2003,Oeste,S-41,20.727369,-103.031342,1/15/2024,13:07:00,tarde,monday,invierno,36.19,Tes,Te Negro,3,No,lluvioso,pequeña,5,Recurrente,Efectivo
T-2004,Oeste,S-42,20.57922,-103.574143,2/18/2024,16:56:00,tarde,sunday,invierno,54.74,Reposteria,Muffin,4,No,frio,pequeña,5,Recurrente,Efectivo
T-2005,Oeste,S-42,20.57922,-103.574143,6/6/2024,18:57:00,noche,thursday,verano,20.05,Tes,Te Negro,3,No,soleado,pequeña,5,Recurrente,Efectivo
T-2006,Oeste,S-42,20.57922,-103.574143,12/8/2024,11:17:00,maÃ±ana,sunday,invierno,14.61,Reposteria,Croissant,1,No,frio,pequeña,5,Recurrente,Efectivo
T-2007,Norte,S-8,25.84766,-100.380484,12/2/2024,8:26:00,maÃ±ana,monday,invierno,29.85,Cafes,Americano,3,No,lluvioso,mediana,9,Recurrente,Digital
T-2008,Norte,S-8,25.84766,-100.380484,11/13/2024,13:29:00,tarde,wednesday,otoÃ±o,16.5,Cafes,Americano,2,No,soleado,mediana,9,Recurrente,Digital
T-2009,Norte,S-8,25.84766,-100.380484,11/15/2024,7:24:00,maÃ±ana,friday,otoÃ±o,14.77,Reposteria,Muffin,1,No,soleado,mediana,9,Recurrente,Digital
T-2010,Oeste,S-37,20.784051,-103.433094,1/19/2024,13:15:00,tarde,friday,invierno,57.46,Cafes,Espresso,4,No,lluvioso,mediana,8,Nuevo,Digital
T-2011,Oeste,S-37,20.784051,-103.433094,4/28/2024,12:36:00,tarde,sunday,primavera,34.59,Cafes,Latte,5,No,lluvioso,mediana,8,Nuevo,Tarjeta
T-2012,Norte,S-9,25.645967,-100.493547,5/30/2024,9:43:00,maÃ±ana,thursday,primavera,21.05,Tes,Te Verde,3,No,soleado,mediana,10,Nuevo,Tarjeta
T-2013,Norte,S-9,25.645967,-100.493547,10/2/2024,13:16:00,tarde,wednesday,otoÃ±o,70.13,Cafes,Latte,5,No,soleado,mediana,10,Nuevo,Tarjeta
T-2014,Norte,S-9,25.645967,-100.493547,8/10/2024,14:51:00,tarde,saturday,verano,13.53,Cafes,Espresso,2,No,soleado,mediana,10,Nuevo,Tarjeta
T-2015,Norte,S-2,25.482513,-100.60447,4/14/2024,6:36:00,maÃ±ana,sunday,primavera,74.43,Cafes,Americano,5,No,lluvioso,grande,15,Recurrente,Tarjeta
T-2016,Norte,S-2,25.482513,-100.60447,1/5/2024,9:51:00,maÃ±ana,friday,invierno,40.19,Cafes,Latte,3,No,lluvioso,grande,15,Recurrente,Tarjeta
T-2017,Sur,S-17,18.367993,-93.044672,10/8/2024,12:02:00,tarde,tuesday,otoÃ±o,35.61,Cafes,Americano,5,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-2018,Sur,S-17,18.367993,-93.044672,11/8/2024,17:24:00,tarde,friday,otoÃ±o,37.91,Tes,Te Negro,5,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-2019,Sur,S-17,18.367993,-93.044672,2/24/2024,17:01:00,tarde,saturday,invierno,42.25,Tes,Te Verde,3,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-2020,Sur,S-17,18.367993,-93.044672,2/22/2024,9:53:00,maÃ±ana,thursday,invierno,33.55,Tes,Te Negro,4,Si,lluvioso,mediana,11,Recurrente,Digital
T-2021,Sur,S-17,18.367993,-93.044672,2/19/2024,11:18:00,maÃ±ana,monday,invierno,23.89,Tes,Te Negro,2,No,lluvioso,mediana,11,Recurrente,Digital
T-2022,Sur,S-17,18.367993,-93.044672,8/10/2024,14:01:00,tarde,saturday,verano,30.75,Reposteria,Croissant,3,No,soleado,mediana,11,Recurrente,Digital
T-2023,Este,S-32,19.292026,-98.918549,1/24/2024,11:47:00,maÃ±ana,wednesday,invierno,89.89,Snacks Salados,Palomitas,4,No,lluvioso,grande,15,Recurrente,Tarjeta
T-2024,Este,S-32,19.292026,-98.918549,3/4/2024,6:54:00,maÃ±ana,monday,primavera,27.43,Cafes,Americano,2,No,soleado,grande,15,Recurrente,Tarjeta
T-2025,Este,S-32,19.292026,-98.918549,3/29/2024,14:32:00,tarde,friday,primavera,92.97,Reposteria,Muffin,5,No,soleado,grande,15,Recurrente,Tarjeta
T-2026,Norte,S-13,25.897395,-100.634332,4/23/2024,6:01:00,maÃ±ana,tuesday,primavera,62.64,Snacks Salados,Chips,4,No,soleado,mediana,8,Recurrente,Tarjeta
T-2027,Norte,S-13,25.897395,-100.634332,11/28/2024,8:41:00,maÃ±ana,thursday,otoÃ±o,40.97,Cafes,Americano,4,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-2028,Sur,S-21,17.62616,-93.165181,1/27/2024,21:13:00,noche,saturday,invierno,15.16,Tes,Te Chai,2,No,lluvioso,pequeña,5,Nuevo,Tarjeta
T-2029,Este,S-35,19.085551,-98.802691,4/10/2024,9:43:00,maÃ±ana,wednesday,primavera,7.2,Cafes,Americano,1,No,lluvioso,mediana,11,Nuevo,Efectivo
T-2030,Este,S-35,19.085551,-98.802691,5/23/2024,21:29:00,noche,thursday,primavera,28.86,Cafes,Espresso,2,No,lluvioso,mediana,11,Nuevo,Efectivo
T-2031,Este,S-33,19.07735,-98.875758,9/10/2024,9:49:00,maÃ±ana,tuesday,otoÃ±o,72.34,Reposteria,Donut,3,No,lluvioso,grande,15,Recurrente,Digital
T-2032,Este,S-33,19.07735,-98.875758,6/30/2024,21:47:00,noche,sunday,verano,12.84,Tes,Te Chai,1,No,soleado,grande,15,Recurrente,Digital
T-2033,Este,S-36,19.486344,-98.958869,1/13/2024,7:01:00,maÃ±ana,saturday,invierno,9.45,Tes,Te Chai,1,No,lluvioso,grande,12,Recurrente,Tarjeta
T-2034,Sur,S-21,17.62616,-93.165181,11/29/2024,12:39:00,tarde,friday,otoÃ±o,14.17,Reposteria,Donut,1,No,soleado,pequeña,5,Nuevo,Tarjeta
T-2035,Sur,S-21,17.62616,-93.165181,7/22/2024,10:09:00,maÃ±ana,monday,verano,30.76,Cafes,Espresso,3,No,soleado,pequeña,5,Nuevo,Tarjeta
T-2036,Sur,S-21,17.62616,-93.165181,8/4/2024,8:11:00,maÃ±ana,sunday,verano,32.9,Snacks Salados,Palomitas,2,No,soleado,pequeña,5,Nuevo,Tarjeta
T-2037,Norte,S-3,25.368596,-100.123566,1/15/2024,18:04:00,noche,monday,invierno,99.93,Reposteria,Croissant,5,No,frio,mediana,8,Recurrente,Tarjeta
T-2038,Oeste,S-37,20.784051,-103.433094,6/9/2024,18:35:00,noche,sunday,verano,73.08,Cafes,Espresso,5,No,soleado,mediana,8,Recurrente,Digital
T-2039,Oeste,S-37,20.784051,-103.433094,2/9/2024,8:30:00,maÃ±ana,friday,invierno,57.4,Cafes,Latte,5,No,lluvioso,mediana,8,Recurrente,Digital
T-2040,Oeste,S-47,20.310522,-103.444305,7/23/2024,15:35:00,tarde,tuesday,verano,93.56,Reposteria,Donut,6,Si,soleado,pequeña,6,Recurrente,Tarjeta
T-2041,Oeste,S-47,20.310522,-103.444305,6/24/2024,20:01:00,noche,monday,verano,6.64,Tes,Te Negro,1,No,soleado,pequeña,6,Recurrente,Tarjeta
T-2042,Oeste,S-37,20.784051,-103.433094,9/11/2024,14:54:00,tarde,wednesday,otoÃ±o,18.45,Cafes,Espresso,2,No,soleado,mediana,8,Nuevo,Digital
T-2043,Oeste,S-37,20.784051,-103.433094,1/29/2024,7:56:00,maÃ±ana,monday,invierno,8.08,Tes,Te Chai,1,No,frio,mediana,8,Nuevo,Digital
T-2044,Oeste,S-37,20.784051,-103.433094,10/29/2024,20:29:00,noche,tuesday,otoÃ±o,39.83,Cafes,Espresso,3,No,lluvioso,mediana,8,Nuevo,Digital
T-2045,Sur,S-19,18.084316,-92.658134,12/10/2024,11:14:00,maÃ±ana,tuesday,invierno,12.48,Tes,Te Chai,1,No,lluvioso,pequeña,7,Nuevo,Efectivo
T-2046,Sur,S-19,18.084316,-92.658134,9/11/2024,12:13:00,tarde,wednesday,otoÃ±o,12.82,Snacks Salados,Pretzels,1,No,soleado,pequeña,7,Nuevo,Efectivo
T-2047,Sur,S-19,18.084316,-92.658134,7/10/2024,9:49:00,maÃ±ana,wednesday,verano,33.66,Tes,Te Verde,3,No,soleado,pequeña,7,Nuevo,Efectivo
T-2048,Este,S-32,19.292026,-98.918549,6/24/2024,18:51:00,noche,monday,verano,14.71,Tes,Te Chai,1,No,soleado,grande,15,Recurrente,Digital
T-2049,Este,S-32,19.292026,-98.918549,9/22/2024,18:24:00,noche,sunday,otoÃ±o,14.11,Cafes,Americano,2,No,lluvioso,grande,15,Recurrente,Digital
T-2050,Este,S-35,19.085551,-98.802691,10/7/2024,18:46:00,noche,monday,otoÃ±o,22.99,Snacks Salados,Palomitas,1,No,soleado,mediana,11,Nuevo,Digital
T-2051,Sur,S-20,18.051382,-92.783843,12/18/2024,14:36:00,tarde,wednesday,invierno,21.03,Reposteria,Muffin,1,No,lluvioso,pequeña,7,Nuevo,Efectivo
T-2052,Sur,S-21,17.62616,-93.165181,4/8/2024,6:18:00,maÃ±ana,monday,primavera,11.41,Cafes,Latte,1,No,lluvioso,pequeña,5,Recurrente,Efectivo
T-2053,Sur,S-21,17.62616,-93.165181,4/7/2024,8:18:00,maÃ±ana,sunday,primavera,6,Tes,Te Negro,1,No,soleado,pequeña,5,Nuevo,Efectivo
T-2054,Sur,S-21,17.62616,-93.165181,7/27/2024,10:19:00,maÃ±ana,saturday,verano,37.24,Tes,Te Chai,3,No,soleado,pequeña,5,Nuevo,Efectivo
T-2055,Sur,S-21,17.62616,-93.165181,6/5/2024,8:07:00,maÃ±ana,wednesday,verano,22.95,Reposteria,Donut,2,No,soleado,pequeña,5,Nuevo,Efectivo
T-2056,Sur,S-22,17.82101,-93.283666,8/1/2024,6:59:00,maÃ±ana,thursday,verano,29.43,Tes,Te Negro,2,Si,soleado,mediana,11,Nuevo,Efectivo
T-2057,Sur,S-22,17.82101,-93.283666,12/19/2024,12:03:00,tarde,thursday,invierno,12.47,Cafes,Espresso,2,No,frio,mediana,11,Nuevo,Efectivo
T-2058,Sur,S-22,17.82101,-93.283666,3/5/2024,6:40:00,maÃ±ana,tuesday,primavera,51.29,Tes,Te Negro,4,No,lluvioso,mediana,11,Nuevo,Efectivo
T-2059,Norte,S-13,25.897395,-100.634332,9/11/2024,17:05:00,tarde,wednesday,otoÃ±o,25.99,Cafes,Americano,2,No,soleado,mediana,8,Recurrente,Digital
T-2060,Este,S-36,19.486344,-98.958869,1/26/2024,13:09:00,tarde,friday,invierno,30.69,Cafes,Americano,4,No,frio,grande,12,Recurrente,Digital
T-2061,Este,S-36,19.486344,-98.958869,3/6/2024,7:35:00,maÃ±ana,wednesday,primavera,72.14,Snacks Salados,Chips,5,No,lluvioso,grande,12,Recurrente,Digital
T-2062,Oeste,S-42,20.57922,-103.574143,11/19/2024,21:01:00,noche,tuesday,otoÃ±o,14.35,Cafes,Americano,1,No,lluvioso,pequeña,5,Nuevo,Efectivo
T-2063,Sur,S-23,17.775733,-93.266699,5/14/2024,15:44:00,tarde,tuesday,primavera,5.83,Cafes,Americano,1,No,lluvioso,pequeña,5,Recurrente,Tarjeta
T-2064,Sur,S-23,17.775733,-93.266699,12/18/2024,6:06:00,maÃ±ana,wednesday,invierno,28.82,Tes,Te Chai,4,No,lluvioso,pequeña,5,Recurrente,Tarjeta
T-2065,Sur,S-23,17.775733,-93.266699,9/18/2024,15:22:00,tarde,wednesday,otoÃ±o,28.7,Tes,Te Negro,5,No,lluvioso,pequeña,5,Recurrente,Tarjeta
T-2066,Oeste,S-42,20.57922,-103.574143,10/29/2024,6:06:00,maÃ±ana,tuesday,otoÃ±o,32.67,Tes,Te Verde,3,No,soleado,pequeña,5,Nuevo,Efectivo
T-2067,Oeste,S-42,20.57922,-103.574143,11/11/2024,10:01:00,maÃ±ana,monday,otoÃ±o,30.63,Cafes,Americano,3,No,soleado,pequeña,5,Nuevo,Efectivo
T-2068,Oeste,S-42,20.57922,-103.574143,3/27/2024,20:19:00,noche,wednesday,primavera,31.9,Tes,Te Verde,3,No,soleado,pequeña,5,Nuevo,Efectivo
T-2069,Este,S-29,19.228449,-99.163392,10/28/2024,6:47:00,maÃ±ana,monday,otoÃ±o,8.31,Tes,Te Negro,1,No,lluvioso,grande,13,Nuevo,Efectivo
T-2070,Este,S-29,19.228449,-99.163392,7/20/2024,16:16:00,tarde,saturday,verano,71.72,Reposteria,Donut,4,No,soleado,grande,13,Nuevo,Efectivo
T-2071,Oeste,S-38,20.991338,-103.382519,12/5/2024,19:55:00,noche,thursday,invierno,63.01,Tes,Te Verde,5,No,frio,mediana,11,Recurrente,Efectivo
T-2072,Sur,S-16,18.173285,-92.918518,1/22/2024,16:32:00,tarde,monday,invierno,39.95,Tes,Te Negro,3,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-2073,Sur,S-16,18.173285,-92.918518,9/10/2024,16:25:00,tarde,tuesday,otoÃ±o,15.38,Tes,Te Negro,2,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-2074,Sur,S-22,17.82101,-93.283666,4/28/2024,7:05:00,maÃ±ana,sunday,primavera,19.76,Tes,Te Chai,3,No,lluvioso,mediana,11,Nuevo,Efectivo
T-2075,Sur,S-22,17.82101,-93.283666,12/28/2024,14:05:00,tarde,saturday,invierno,116.55,Reposteria,Croissant,5,No,frio,mediana,11,Nuevo,Efectivo
T-2076,Norte,S-8,25.84766,-100.380484,11/11/2024,15:16:00,tarde,monday,otoÃ±o,32.73,Cafes,Americano,4,No,lluvioso,mediana,9,Nuevo,Digital
T-2077,Norte,S-8,25.84766,-100.380484,6/8/2024,21:28:00,noche,saturday,verano,10.16,Tes,Te Chai,2,No,soleado,mediana,9,Nuevo,Digital
T-2078,Este,S-33,19.07735,-98.875758,2/26/2024,7:53:00,maÃ±ana,monday,invierno,34.57,Cafes,Americano,3,No,frio,grande,15,Nuevo,Efectivo
T-2079,Este,S-33,19.07735,-98.875758,3/15/2024,8:48:00,maÃ±ana,friday,primavera,44.08,Cafes,Americano,5,No,soleado,grande,15,Nuevo,Efectivo
T-2080,Este,S-33,19.07735,-98.875758,9/23/2024,15:41:00,tarde,monday,otoÃ±o,70.59,Snacks Salados,Palomitas,5,No,soleado,grande,15,Nuevo,Efectivo
T-2081,Norte,S-5,25.312026,-100.641144,8/12/2024,14:50:00,tarde,monday,verano,69.16,Snacks Salados,Pretzels,4,No,soleado,grande,14,Nuevo,Tarjeta
T-2082,Norte,S-5,25.312026,-100.641144,5/19/2024,12:22:00,tarde,sunday,primavera,9.37,Tes,Te Chai,1,No,soleado,grande,14,Nuevo,Tarjeta
T-2083,Norte,S-5,25.312026,-100.641144,12/24/2024,7:03:00,maÃ±ana,tuesday,invierno,32.83,Reposteria,Croissant,3,No,lluvioso,grande,14,Nuevo,Tarjeta
T-2084,Este,S-29,19.228449,-99.163392,9/13/2024,6:10:00,maÃ±ana,friday,otoÃ±o,68.24,Reposteria,Croissant,3,No,soleado,grande,13,Nuevo,Digital
T-2085,Oeste,S-44,20.332428,-103.711907,6/23/2024,19:05:00,noche,sunday,verano,26.53,Reposteria,Croissant,2,No,soleado,mediana,11,Recurrente,Tarjeta
T-2086,Oeste,S-44,20.332428,-103.711907,11/24/2024,14:47:00,tarde,sunday,otoÃ±o,26.12,Cafes,Americano,5,No,lluvioso,mediana,11,Recurrente,Tarjeta
T-2087,Oeste,S-39,20.471604,-103.552298,8/21/2024,14:04:00,tarde,wednesday,verano,38.8,Cafes,Americano,3,No,soleado,pequeña,6,Nuevo,Digital
T-2088,Este,S-28,19.540583,-99.105888,9/23/2024,13:33:00,tarde,monday,otoÃ±o,49.55,Reposteria,Croissant,3,No,lluvioso,grande,12,Nuevo,Tarjeta
T-2089,Este,S-28,19.540583,-99.105888,1/19/2024,14:20:00,tarde,friday,invierno,29.18,Reposteria,Croissant,2,No,lluvioso,grande,12,Nuevo,Tarjeta
T-2090,Norte,S-7,25.735596,-100.143284,10/15/2024,7:46:00,maÃ±ana,tuesday,otoÃ±o,54.03,Snacks Salados,Pretzels,5,No,soleado,mediana,8,Recurrente,Tarjeta
T-2091,Norte,S-7,25.735596,-100.143284,2/27/2024,8:37:00,maÃ±ana,tuesday,invierno,14.5,Cafes,Latte,1,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-2092,Sur,S-19,18.084316,-92.658134,5/3/2024,17:16:00,tarde,friday,primavera,30.01,Cafes,Espresso,3,No,lluvioso,pequeña,7,Recurrente,Digital
T-2093,Sur,S-22,17.82101,-93.283666,6/7/2024,10:21:00,maÃ±ana,friday,verano,79.91,Reposteria,Croissant,4,No,soleado,mediana,11,Recurrente,Tarjeta
T-2094,Sur,S-24,17.811879,-92.838952,10/9/2024,11:47:00,maÃ±ana,wednesday,otoÃ±o,25.86,Tes,Te Negro,3,No,lluvioso,pequeña,7,Recurrente,Tarjeta
T-2095,Sur,S-24,17.811879,-92.838952,7/25/2024,10:49:00,maÃ±ana,thursday,verano,16.16,Snacks Salados,Palomitas,1,No,soleado,pequeña,7,Recurrente,Tarjeta
T-2096,Sur,S-24,17.811879,-92.838952,12/1/2024,17:19:00,tarde,sunday,invierno,36.02,Cafes,Latte,4,No,lluvioso,pequeña,7,Recurrente,Tarjeta
T-2097,Sur,S-17,18.367993,-93.044672,12/8/2024,17:51:00,tarde,sunday,invierno,73.95,Snacks Salados,Chips,5,No,frio,mediana,11,Recurrente,Digital
T-2098,Sur,S-17,18.367993,-93.044672,12/30/2024,8:23:00,maÃ±ana,monday,invierno,13.25,Cafes,Espresso,1,No,lluvioso,mediana,11,Recurrente,Digital
T-2099,Sur,S-23,17.775733,-93.266699,12/3/2024,18:28:00,noche,tuesday,invierno,70.23,Snacks Salados,Pretzels,5,No,frio,pequeña,5,Nuevo,Digital
T-2100,Sur,S-23,17.775733,-93.266699,8/9/2024,13:33:00,tarde,friday,verano,12.04,Tes,Te Negro,1,No,soleado,pequeña,5,Nuevo,Digital
T-2101,Sur,S-23,17.775733,-93.266699,5/1/2024,16:27:00,tarde,wednesday,primavera,38.72,Tes,Te Verde,3,No,lluvioso,pequeña,5,Nuevo,Digital
T-2102,Oeste,S-46,20.893363,-103.411872,1/24/2024,15:08:00,tarde,wednesday,invierno,44.01,Tes,Te Verde,3,No,frio,pequeña,5,Recurrente,Digital
T-2103,Oeste,S-40,20.708795,-103.539407,5/19/2024,10:29:00,maÃ±ana,sunday,primavera,21.8,Cafes,Americano,3,No,lluvioso,pequeña,7,Nuevo,Efectivo
T-2104,Este,S-31,19.58313,-99.357508,8/14/2024,12:44:00,tarde,wednesday,verano,27.08,Cafes,Latte,2,No,soleado,mediana,8,Recurrente,Digital
T-2105,Oeste,S-44,20.332428,-103.711907,7/5/2024,15:53:00,tarde,friday,verano,40.55,Cafes,Latte,4,No,soleado,mediana,11,Nuevo,Digital
T-2106,Oeste,S-44,20.332428,-103.711907,7/31/2024,11:30:00,maÃ±ana,wednesday,verano,17.6,Reposteria,Croissant,1,No,soleado,mediana,11,Nuevo,Digital
T-2107,Oeste,S-44,20.332428,-103.711907,2/23/2024,7:43:00,maÃ±ana,friday,invierno,19.87,Reposteria,Muffin,1,No,frio,mediana,11,Nuevo,Digital
T-2108,Norte,S-7,25.735596,-100.143284,11/24/2024,13:53:00,tarde,sunday,otoÃ±o,85.53,Snacks Salados,Pretzels,4,No,lluvioso,mediana,8,Recurrente,Digital
T-2109,Norte,S-7,25.735596,-100.143284,11/18/2024,8:44:00,maÃ±ana,monday,otoÃ±o,42.74,Cafes,Americano,3,No,soleado,mediana,8,Recurrente,Digital
T-2110,Oeste,S-43,21.05773,-103.341979,2/13/2024,9:12:00,maÃ±ana,tuesday,invierno,13.26,Tes,Te Verde,1,No,frio,mediana,10,Recurrente,Digital
T-2111,Oeste,S-47,20.310522,-103.444305,2/21/2024,14:55:00,tarde,wednesday,invierno,49.95,Reposteria,Croissant,4,No,lluvioso,pequeña,6,Recurrente,Tarjeta
T-2112,Oeste,S-47,20.310522,-103.444305,9/24/2024,7:20:00,maÃ±ana,tuesday,otoÃ±o,12.53,Reposteria,Muffin,1,No,lluvioso,pequeña,6,Recurrente,Tarjeta
T-2113,Norte,S-1,25.375665,-100.12286,7/21/2024,21:58:00,noche,sunday,verano,55.31,Cafes,Americano,6,Si,soleado,grande,14,Recurrente,Digital
T-2114,Sur,S-16,18.173285,-92.918518,3/14/2024,14:00:00,tarde,thursday,primavera,6.86,Tes,Te Chai,1,No,lluvioso,mediana,11,Recurrente,Tarjeta
T-2115,Sur,S-19,18.084316,-92.658134,10/14/2024,8:06:00,maÃ±ana,monday,otoÃ±o,22.41,Reposteria,Muffin,1,No,lluvioso,pequeña,7,Recurrente,Digital
T-2116,Sur,S-19,18.084316,-92.658134,12/1/2024,9:16:00,maÃ±ana,sunday,invierno,45.06,Tes,Te Verde,5,No,lluvioso,pequeña,7,Recurrente,Digital
T-2117,Sur,S-25,17.881366,-93.051355,10/16/2024,15:41:00,tarde,wednesday,otoÃ±o,44.94,Cafes,Latte,3,No,soleado,mediana,8,Nuevo,Tarjeta
